,Location,TotalFatalInjuries
16985,"tamworth, australia",1.0
3836,"coventry, ct",1.0
8991,"lake alpine, ca",1.0
8186,"jasper, tx",1.0
16387,"st. francis, ks",1.0
8999,"lake beverley, ak",1.0
1029,"ballidu, australia",1.0
16979,"tamoyo, dominican republic",1.0
16379,"st. cloud, mn",1.0
16378,"st. cloud, fl",1.0
4156,"danville, oh",1.0
16375,"st. clair, mo",1.0
3824,"coupeville, wa",1.0
3822,"counts, va",1.0
9041,"lake heron, nm",1.0
9023,"lake erie, canada",1.0
9024,"lake fork, id",1.0
16365,"st. barthelemy, west indies",1.0
4161,"darby, mt",1.0
9027,"lake genevieve, ca",1.0
3819,"council, id",1.0
8173,"janesville, wi",1.0
16362,"st. anthony, id",1.0
9033,"lake hamilton, fl",1.0
1035,"ballynacally, county clare, republic of ireland, ireland",1.0
8172,"jandakot, australia",1.0
16987,"tanacross, ak",1.0
3736,"cordova, il",1.0
1424,"bentley creek, pa",1.0
10149,"malone, ny",1.0
13753,"pleasantville, ny",1.0
2639,"carlos tejedor, argentina",1.0
13935,"port st. joe, fl",1.0
12246,"newburg, pa",1.0
1954,"brawley, ca",1.0
13938,"port sulphur, la",1.0
1953,"brattleboro, vt",1.0
1952,"brasstown, nc",1.0
12236,"newberry springs, ca",1.0
12235,"newberry spring, ca",1.0
13946,"portage, in",1.0
1948,"brantley, al",1.0
2649,"carlyle, il",1.0
2653,"carmi, il",1.0
12221,"new windsor, ny",1.0
2658,"caro, mi",1.0
2634,"carlisle, ia",1.0
12258,"newcomerstown, oh",1.0
13926,"port richey, fl",1.0
13911,"port huron, mi",1.0
12305,"newton, ga",1.0
12301,"newsmyrna beach, fl",1.0
12300,"newry, pa",1.0
12293,"newport, ri",1.0
1971,"bredasdorp, south africa",1.0
12280,"newmarket, united kingdom",1.0
13914,"port lavaca, tx",1.0
1960,"brazos blk 532, gm",1.0
12275,"newland, nc",1.0
1966,"breckenridge, mi",1.0
13920,"port norris, nj",1.0
12268,"newfolden, mn",1.0
12264,"newfane, vt",1.0
12263,"newfane, ny",1.0
13959,"portimao, portugal",1.0
12211,"new town, bahamas",1.0
12210,"new tazewell, tn",1.0
12135,"new hope, fl",1.0
14015,"pownal, me",1.0
14016,"pownal, vt",1.0
2680,"carrizozo, nm",1.0
1923,"brady, tx",1.0
12137,"new hudson, mi",1.0
14023,"praire du sac, wi",1.0
14026,"prairie city, sd",1.0
14013,"powhatan, ar",1.0
12122,"new gloucester, me",1.0
14035,"pratt, ks",1.0
2689,"carrollton, ky",1.0
14043,"premiergamefarm, south africa",1.0
14045,"prescott valley, az",1.0
12098,"new castle, in",1.0
12148,"new lisbon, wi",1.0
12150,"new london, nh",1.0
5174,"elwell, mi",1.0
13984,"poteau, ok",1.0
13970,"portola valley, ca",1.0
12198,"new salem, ma",1.0
13972,"portreath, united kingdom",1.0
2666,"carpenter, wy",1.0
12187,"new prague, mn",1.0
1929,"brainard, ne",1.0
12181,"new philadelphi, oh",1.0
1924,"braga, portugal",1.0
2674,"carrabelle, fl",1.0
13992,"pottstown, pa",1.0
1928,"braggs, ok",1.0
13995,"poulsbo, wa",1.0
12164,"new market, va",1.0
14003,"powderville, mt",1.0
12309,"newton, ms",1.0
12310,"newton, nc",1.0
2608,"carache, venezuela",1.0
2555,"canton, ma",1.0
12454,"north conway, nh",1.0
12451,"north captiva island, fl",1.0
12450,"north canton, oh",1.0
13789,"podnovye, russia",1.0
13790,"poestenkill, ny",1.0
12446,"north branch, mn",1.0
2009,"bridgeport, ne",1.0
12456,"north dansville, ny",1.0
12439,"north baltimore, oh",1.0
2559,"canton, ms",1.0
13796,"pohnpei, marshall islands",1.0
12430,"norris, tn",1.0
13802,"point judith, ri",1.0
12426,"normans cay, bahamas",1.0
2011,"bridgeport, tx",1.0
2552,"canton, il",1.0
13808,"point mugu, ca",1.0
13766,"plutonic aero., australia, australia",1.0
2540,"cannon falls, mn",1.0
13754,"pleasantville, pa",1.0
12491,"north muskegon, mi",1.0
13760,"pliny, wv",1.0
13761,"plock vistula, poland",1.0
12486,"north little ro, ar",1.0
13769,"plymouth, fl",1.0
12460,"north english, ia",1.0
12477,"north kansas ci, mo",1.0
2547,"cantal region, france",1.0
13776,"plymouth, oh",1.0
2548,"cantebury, nh",1.0
12464,"north freedom, wi",1.0
13781,"pocahontas, il",1.0
12423,"norman park, ga",1.0
13809,"point of rocks, wy",1.0
12317,"newtown, oh",1.0
12335,"nickerson, ks",1.0
2597,"capron, il",1.0
1988,"brest, france",1.0
12346,"nikiski, ak",1.0
13865,"pontotoc, ms",1.0
1986,"bresso, italy",1.0
12338,"nicolaus, ca",1.0
1982,"brenon, panama",1.0
2595,"capitan, nm",1.0
12331,"nicholasville, ky",1.0
2601,"captiva island, fl",1.0
1981,"brenham, tx",1.0
12325,"niagara falls, ny",1.0
13880,"porlamar, venezuela",1.0
12320,"nez perce, id",1.0
12352,"niles, oh",1.0
12359,"ninilchik, ak",1.0
2571,"canyon creek, mt",1.0
2581,"cape charles, va",1.0
12414,"norfolk, ma",1.0
12412,"nordman, id",1.0
12409,"norden, ca",1.0
13822,"polk city, fl",1.0
2580,"cape carteret, nc",1.0
12396,"nokesville, va",1.0
2004,"bridge, id",1.0
13856,"ponder, tx",1.0
2001,"brickeys, ar",1.0
13839,"pomeroy, wa",1.0
13846,"pompton lakes, nj",1.0
13848,"ponca city, ok",1.0
2589,"cape point, south africa",1.0
1996,"brewton, al",1.0
2702,"carson, wa",1.0
12084,"new blaine, ar",1.0
2704,"carswell, tx",1.0
2781,"catano, pr",1.0
11828,"nashville, ar",1.0
14278,"raleigh-durham, nc",1.0
14279,"ralls, tx",1.0
2780,catano,1.0
11818,"narrogin, australia, australia",1.0
11817,"narrandera, australia",1.0
11812,"nappanee, in",1.0
11832,"nashville, pa",1.0
14287,"ramsey bay, ak",1.0
2784,"catawissa, pa",1.0
14289,"ramstein, germany",1.0
14290,"ranchita, ca",1.0
1801,"bonndorf, germany",1.0
2790,"catlett, va",1.0
14270,"rainey pass, ak",1.0
1807,"bonnyman, ky",1.0
1797,"bonifay, fl",1.0
2773,"catahoula, la",1.0
14245,"quitman, ms",1.0
1818,"boonville, in",1.0
11861,"neah bay, wa",1.0
2771,"cat island, bahamas",1.0
14252,"rachal, tx",1.0
11856,"naytahwaush, mn",1.0
14253,"rachel, tx",1.0
11837,"natal, brazil",1.0
2774,"cataldo, id",1.0
11850,"navarre, fl",1.0
14258,"radnor, oh",1.0
11845,"naubinway, mi",1.0
1813,"boones mill, va",1.0
11840,"natchitoches, la",1.0
2794,"catskill, ny",1.0
1795,"bondurant, wy",1.0
1820,"boonville, ny",1.0
1761,"boca chica, dominican republic",1.0
14361,"raymond, wa",1.0
11711,"mylo, nd",1.0
2823,"cedar lake, in",1.0
2824,"cedar lake, mi",1.0
11692,"murtaugh, id",1.0
11684,"murray, ky",1.0
11682,"murray bridge, australia",1.0
1773,"bohusovice nad ohri, fn",1.0
11681,"murphysboro, il",1.0
14389,"red lake falls, mn",1.0
2830,"cedar vale, ks",1.0
11665,"munjack cay, bahamas",1.0
11662,"munich, germany",1.0
2833,"cedar, mn",1.0
11718,"myrtlewood, al",1.0
1774,"bois d'arc, mo",1.0
11773,"nagambie, australia",1.0
11754,"n. sioux city, sd",1.0
14317,"raneille, wv",1.0
2801,"cayenne, french guiana",1.0
14324,"ransom township, pa",1.0
11760,"n.battle moun., nv",1.0
11759,"n. winter park, co",1.0
11757,"n. stonington, ct",1.0
1784,"bolshoye gryzlovo, russia",1.0
11722,"myton, ut",1.0
14337,"rattlesnake isl, oh",1.0
11742,"n. haverhill, nh",1.0
14343,"ravensdale, wa",1.0
14344,"ravenswood, wv",1.0
14350,"ray, mi",1.0
2811,"cedar bluff, al",1.0
14243,"quitman, ar",1.0
14241,"quinton, va",1.0
12075,"new athens, il",1.0
1882,"bowling green, mo",1.0
14108,"prosser, ne",1.0
14110,"protem, mo",1.0
12021,"neguanee, mi",1.0
1887,"bowman, nd",1.0
12015,"nederland, co",1.0
1885,"bowman, ca",1.0
14129,"ptarmigan pass, ak",1.0
2722,"caruthersville, mo",1.0
12004,"near woodruff, wi",1.0
1878,"bowie, md",1.0
14137,"puebloviejo, ecuador",1.0
14138,"puerta del segu, spain",1.0
1873,"bow, wa",1.0
14144,"puerto gaitan, colombia",1.0
14104,"prospect, or",1.0
12039,"nelsonia, va",1.0
11978,"near south bay, fl",1.0
2713,"carthage, mo",1.0
12072,"new albany, ms",1.0
14077,"princeton, mn",1.0
2708,"carter, wy",1.0
12063,"nevada city, ca",1.0
12062,"neuwerk island, germany",1.0
12061,"neuquen, argentina",1.0
12054,"neshkoro, wi",1.0
14094,"proctor, wv",1.0
12053,"neshanic, nj",1.0
1894,"boyceville, wi",1.0
12050,"nera kenai, ak",1.0
12049,"neptune, nj",1.0
14090,"prior lake, mn",1.0
14092,"prnce frederick, md",1.0
11986,"near sterling c, tx",1.0
11977,"near sonoma, ca",1.0
11873,"near bornite, ak",1.0
2765,"castlewood, va",1.0
14205,"quartzsite, az",1.0
11912,"near irwin, id",1.0
1842,"bostic, nc",1.0
11904,"near green bay, wi",1.0
14217,"quemado, nm",1.0
14219,"querencia do norte, brazil",1.0
14220,"querencia, brazil",1.0
14202,"quarryville, pa",1.0
11894,"near dove creek, co",1.0
1830,"borneo island, malaysia",1.0
14226,"quevedo, ecuador",1.0
11885,"near commerce, ga",1.0
11881,"near chinitna b, ak",1.0
1823,"borah peak, id",1.0
11914,"near kalispell, mt",1.0
2759,"castle rock, wa",1.0
2740,"caserio las msareas, guatemala",1.0
14182,"put in bay, oh",1.0
1862,"bourke , australia, australia",1.0
2745,"cashmere, wa",1.0
14167,"punta chivato, mexico",1.0
14173,"puntilla lake, ak",1.0
1855,"boulder, mt",1.0
11944,"near nome, ak",1.0
2750,"cassopolis, mi",1.0
14196,"qaqortoq, greenland",1.0
2751,"cassville, mo",1.0
2752,"cassville, wi",1.0
11933,"near maider, nc",1.0
1848,"bothell, wa",1.0
11928,"near largo, md",1.0
14194,"pymatuning, pa",1.0
12498,"north platte, ne",1.0
2020,"bridgeville, de",1.0
10150,"malone, tx",1.0
13748,"pleasant view, tn",1.0
13000,"owen, wi",1.0
2332,"buxton, me",1.0
13389,"penn valley, ca",1.0
12995,"ovilla, tx",1.0
13393,"pennington, nj",1.0
12988,"overisel, mi",1.0
13398,"penrose, nc",1.0
2345,"byron, ga",1.0
13404,"peoria, il",1.0
13407,"pepin, wi",1.0
13408,"pepperell, ma",1.0
12964,"oswego, ny",1.0
12961,"ostermaima, sweden",1.0
13416,"perkasie, pa",1.0
2355,"cabinda, angola",1.0
13001,"owensboro, ky",1.0
2168,"brush prairie, wa",1.0
2331,"buttonwillow, ca",1.0
13368,"pemberton, mn",1.0
13040,"pacific ocean, new zealand",1.0
13038,"pacific grove, ca",1.0
13360,"pelican narrows, canada",1.0
2174,"bryan, oh",1.0
13027,"ozark, al",1.0
2315,"bushnell, fl",1.0
13371,"pembroke park, fl",1.0
13007,"owosso, mi",1.0
13376,"pembroke, va",1.0
2323,"butler,, pa",1.0
13379,"pena pobre, pr",1.0
13380,"penalolen, chile",1.0
2327,"butte meadows, ca",1.0
13382,"pence springs, wv",1.0
13419,"perrigny, france",1.0
2356,"cabins, wv",1.0
12948,"oshtemo townshp, mi",1.0
2133,"browning, mt",1.0
12900,"orleans, ne",1.0
12898,"orleans, in",1.0
2369,"caddo, tx",1.0
13468,"peterborough, nh",1.0
2372,"cadiz, oh",1.0
12880,"oregon, il",1.0
13475,"petersburg, mi",1.0
13455,"peru, in",1.0
12875,"orderville, ut",1.0
12874,"ord, ne",1.0
12872,"orchards, wa",1.0
12868,"orcas island, wa",1.0
12867,"orangewalk town, belize",1.0
12866,"orangeburg, sc",1.0
13456,"peru, ma",1.0
2141,"brownsville, ca",1.0
2151,"brownville junc, me",1.0
12929,"osage, wy",1.0
12939,"osceola, in",1.0
2150,"brownville jct, me",1.0
2149,"browntown, wi",1.0
13433,"perry, mi",1.0
12934,"osborne, ks",1.0
12932,"osawatomie, ks",1.0
13438,"perry, sc",1.0
12906,"oro valley, az",1.0
13440,"perry, wv",1.0
2361,"cabool, mo",1.0
12918,"orting, wa",1.0
13448,"persan, france",1.0
12912,"orr, mn",1.0
12909,"orovado, nv",1.0
13357,"pelham, al",1.0
13045,"packsaddle, nsw, australia",1.0
13352,"peetz, co",1.0
13277,patillas,1.0
2252,"bumpass, va",1.0
13168,"papillion, ne",1.0
13166,"paonia, co",1.0
2253,"bumping lake, wa",1.0
2207,"buda, tx",1.0
13272,"pasto, colombia",1.0
13278,"patillas, pr",1.0
13175,"paradise valley, az",1.0
2261,"burbank, wa",1.0
13149,"panama city bch, fl",1.0
13281,"patos island, wa",1.0
13145,"panaca, nv",1.0
13286,"patrocínio municipality,minas gerais, brazil",1.0
2264,"burgaw, nc",1.0
13171,"paraburdoo, australia",1.0
13182,"paragominas, brazil",1.0
13139,"palouse, wa",1.0
2237,"buhl, id",1.0
2227,"buffalo, mo",1.0
13228,"parkers parairie, mn",1.0
13220,"parker dam, ca",1.0
13238,"parkton, md",1.0
13239,"parkton, nc",1.0
13208,"park falls, wi",1.0
13202,"paris, va",1.0
13257,"parsons, tn",1.0
13244,"parma, ny",1.0
13199,"paris, oh",1.0
13245,"parnu, estonia",1.0
13192,"pardeeville, wi",1.0
2244,"bullard, tx",1.0
13184,"paragonah, ut",1.0
13287,"patterson, ca",1.0
13289,"pattison, tx",1.0
13049,"padang, west sumatera, indonesia",1.0
2185,buccaneer oil f,1.0
13325,"peace river, canada",1.0
13078,"paintsville, ky",1.0
13074,"paint rock, tx",1.0
13073,"paint lick, ky",1.0
13333,"pearce, az",1.0
13069,"paige, tx",1.0
13339,"pearlington, ms",1.0
13324,"pea ridge, ar",1.0
2301,"burns, wy",1.0
13058,"page, ok",1.0
13345,"pecos, tx",1.0
13054,"paducah, tx",1.0
2307,"bursa, turkey",1.0
2181,"bryceville, fl",1.0
13084,"palatine, ny",1.0
2289,"burlington, il",1.0
13129,"palmyra, wi",1.0
13114,palmas del mar,1.0
13126,"palmyra, ny",1.0
2199,"buckland, ma",1.0
2197,"buckinghamshire, united kingdom",1.0
13117,"palmer lake, co",1.0
2275,"burley, wa",1.0
2277,"burlington, co",1.0
13111,"palma real, honduras",1.0
2288,"burlington, wy",1.0
2279,"burlington, ia",1.0
13307,"pawnee city, ne",1.0
13104,"palm city, fl",1.0
13310,"pawtucket, ri",1.0
13314,"paxton, il",1.0
2283,"burlington, mi",1.0
13480,"petersburg, wv",1.0
2377,"cahokia, il",1.0
2130,"brownfield, tx",1.0
13656,"pitalito, colombia",1.0
13648,"pisa flores, mexico",1.0
13652,"pisgah, ms",1.0
2485,"camilia, ga",1.0
13654,"pista el limon, ecuador",1.0
2487,"camillus, ny",1.0
13655,"pistol creek, id",1.0
2062,"broadview hts, oh",1.0
13645,"piqua, oh",1.0
13663,"pittsboro, nc",1.0
12616,"o'brien, fl",1.0
13666,"pittsburg, ks",1.0
2491,"camp douglas, wi",1.0
2060,"broadus, mt",1.0
12606,"nuuuli, american samoa",1.0
2065,"broadway, nc",1.0
12638,"oak hill, fl",1.0
2059,"broadhead, wi",1.0
12663,"oakland, tn",1.0
13622,"pineville, ky",1.0
2465,"camden, al",1.0
2466,"camden, ar",1.0
12668,"oakridge, la",1.0
12665,"oakley, id",1.0
12664,"oakley, ca",1.0
13628,"pingree, id",1.0
12639,"oak hills, ca",1.0
12655,"oakland park, fl",1.0
13632,"pinon, nm",1.0
2471,"camden, oh",1.0
13636,"pinyon pines, ca",1.0
2067,"brockton, mt",1.0
13640,"pioneer, la",1.0
12605,"nuuk, greenland",1.0
2058,"broadalbin, ny",1.0
13615,"pinehurst, nc",1.0
12543,"norwalk, wi",1.0
12553,"notrees, tx",1.0
2040,"brinson, ga",1.0
13712,"plano, il",1.0
2518,"canadian, tx",1.0
12546,"norwich, ny",1.0
2038,"brinkley, ar",1.0
2519,"canaima, venezuela",1.0
12561,"novo horizonte, brazil",1.0
13720,"plaster rock, canada",1.0
2031,"brighton, ar",1.0
13729,"plattsburgh, ny",1.0
12519,"northford, ct",1.0
12513,"northampton, pa",1.0
2536,"canne della battaglia, italy",1.0
13703,"plainview, il",1.0
12563,"novo progresso, brazil",1.0
13677,"pittston, pa",1.0
2506,"campbellsport, wi",1.0
2055,"britt, ia",1.0
2502,"campbell river, canada",1.0
12591,"nuevo, ca",1.0
13682,"pittsville, wi",1.0
12589,"nuevo leon, mexico",1.0
12587,"nueva concepción, guatemala",1.0
12581,"nr. orangeville, fl",1.0
2511,"campobello, sc",1.0
13688,"placitas, nm",1.0
13689,"plain city, oh",1.0
13691,"plain dealing, la",1.0
12574,"nr lihue arpt, hi",1.0
12573,"nr jackpot, nv",1.0
2048,"bristol, sd",1.0
13621,"pinetop, az",1.0
12681,"oberbarnim, germany",1.0
12861,"orange grove, tx",1.0
2115,"brooksville, ms",1.0
12813,"omaha, ar",1.0
2404,"caldwell, nj",1.0
13519,"phitippeburg, germany",1.0
12810,"olustee, ok",1.0
13520,"phlox, wi",1.0
12808,"olton, tx",1.0
2114,"brooksville, ky",1.0
12819,"omro, wi",1.0
2111,"brookston, in",1.0
12801,"olla, la",1.0
2109,"brooks, or",1.0
13531,"pick city, nd",1.0
12791,"oldmar, fl",1.0
2107,"brooks, ga",1.0
12818,"omega, ok",1.0
2397,"calamar, colombia",1.0
2417,"calhoun, ky",1.0
13496,"phelan, ca",1.0
13485,"petronila, tx",1.0
2127,"broussard, la",1.0
12854,"oppella, ar",1.0
12849,"opelousas, la",1.0
2386,"cairo, il",1.0
13493,"pfronten, germany",1.0
2391,"cajalco, ca",1.0
13507,"philipsburg, pa",1.0
13499,"phenix city, al",1.0
2121,"broome, australia, australia",1.0
12833,"oneonta, al",1.0
12832,"oneida, tn",1.0
13505,"philippi, wv",1.0
2396,"calabozo, venezuela",1.0
12787,"old lyme, ct",1.0
12782,"old forge, ny",1.0
13614,"pinehurst, ga",1.0
2080,"bronson, mi",1.0
12718,"oconto falls, wi",1.0
12717,"oconomowoc, wi",1.0
2455,"cambridge, in",1.0
13597,"pine mtn club, ca",1.0
13598,"pine ridge, sd",1.0
12701,"ocean shores, wa",1.0
2458,"cambridge, md",1.0
2448,"cambita, dominican republic",1.0
2459,"cambridge, mn",1.0
13609,"pinecliff, wa",1.0
12688,"obyan, mp",1.0
2076,"broken hill, australia",1.0
12685,"oberlin, oh",1.0
13613,"pinehill, nm",1.0
13585,"pine city, mn",1.0
12728,"odell, or",1.0
12781,"old buckenham, united kingdom",1.0
2093,"brookhaven, ny",1.0
13541,"pie town, nm",1.0
2422,"calif valley, ca",1.0
12774,"olancha, ca",1.0
12773,"olalla, wa",1.0
2097,"brooklet, ga",1.0
12767,"oklawaha, fl",1.0
13553,"pierceville, ks",1.0
12729,"oden, ar",1.0
13556,"pierz, mn",1.0
13558,"piggott, ar",1.0
12754,"oildale, ca",1.0
2085,"brook, in",1.0
12731,"odessa, de",1.0
2444,"camas, wa",1.0
11654,"muncie valley, pa",1.0
1757,"blytheville, ar",1.0
11647,"mullins, sc",1.0
2836,"cedaredge, co",1.0
15178,"san benito, tx",1.0
15179,"san bernadino, ca",1.0
1481,"berne, ny",1.0
15186,"san clemente, chile",1.0
15189,"san diego, tx",1.0
3236,"citra, fl",1.0
15191,"san elizario, tx",1.0
10611,"mccalla, al",1.0
15198,"san francisco, honduras",1.0
10606,"mcalpin, fl",1.0
15201,"san gabriel, ca",1.0
1475,"bern, wi",1.0
15203,"san gorgonio, ca",1.0
1473,"bern township, pa",1.0
15209,"san javier, spain",1.0
15177,"san bartelome, spain",1.0
10635,"mccullough, al",1.0
10636,"mccutchanville, in",1.0
1489,"berryman, mo",1.0
10663,"mckinleyville, ca",1.0
15158,"samburg, tn",1.0
15160,"samoa, ca",1.0
10657,"mcivor lake, bc, canada",1.0
10652,"mcgregor, tx",1.0
15166,"san alberto, colombia",1.0
15169,"san andres island, colombia",1.0
10637,"mcdade, tx",1.0
3228,"circle, ak",1.0
3229,"circle, mt",1.0
1487,"berry island, bahamas",1.0
15172,"san antonio, fl",1.0
10641,"mcdonald, tn",1.0
1486,"berrien springs, mi",1.0
15211,"san jon, nm",1.0
10587,"mc cormick, sc",1.0
10586,"mc cordsville, in",1.0
3265,"clark lake, mi",1.0
1446,"beresford, sd",1.0
3264,"clark fork, id",1.0
10538,"maxwell, ca",1.0
1444,"berclair, tx",1.0
10535,"maxie, la",1.0
10534,"max, ne",1.0
1443,"berastagi, indonesia",1.0
15249,"san pedro sula, honduras",1.0
15261,"san vicente, colombia",1.0
1439,"benton, tn",1.0
10516,"mattawa, canada",1.0
10515,"mattapoisett, ma",1.0
3270,"clarkfield, mn",1.0
3272,"clarks point, ak",1.0
10541,"may, id",1.0
15248,"san pedro bay, ca",1.0
1462,"berlin, il",1.0
10563,"mayo, canada",1.0
15221,"san juan capist, ca",1.0
10577,"mazon, il",1.0
10574,"mayville, wi",1.0
3250,"clare, mi",1.0
15228,"san leon, tx",1.0
1459,"berlin center, oh",1.0
10561,"maylene, al",1.0
3262,"clarion, ia",1.0
15238,"san martin, ca",1.0
10556,"mayfield, ut",1.0
15241,"san michele, haiti",1.0
10552,"mayersville, ms",1.0
15243,"san miguel, ca",1.0
10545,"mayaguez, pr",1.0
15152,"salzburg, austria",1.0
15149,"saluda, nc",1.0
10672,"mclean, tx",1.0
15022,"sachsen, germany",1.0
10844,"mesilla, nm",1.0
10838,"mersin, turkey",1.0
15019,"sable island ns, canada",1.0
3162,"chitina, ak",1.0
10834,"merritt  island, fl",1.0
10832,"merrillville, in",1.0
10826,"merrenberg, france",1.0
10851,"methuen, ma",1.0
10825,"merom, in",1.0
15027,"saddle island, me",1.0
3171,"chowchilla, ca",1.0
3173,"christian lake, ak",1.0
10816,"meridan, ms",1.0
10811,"mercer, me",1.0
10849,"metaline falls, wa",1.0
10854,"metropolis, il",1.0
10805,"meranges, spain",1.0
10873,"miami, ok",1.0
1558,"big lake, tx",1.0
14987,"s. hackensack, nj",1.0
1557,"big lake, mn",1.0
10878,"mica, wa",1.0
1555,"big island, ar",1.0
10875,"miamisburg, oh",1.0
10872,"miami, mo",1.0
15001,"s.lake tahoe, ca",1.0
3147,"chinese camp, ca",1.0
10869,"miami lakes, fl",1.0
10868,"miami gardens, fl",1.0
14995,"s. sn francisco, ca",1.0
10862,"mexico, mo",1.0
3154,"chipley, fl",1.0
15039,"sagres, portugal",1.0
15041,"sahuarita, az",1.0
10675,"mcmechen, wv",1.0
10709,"mecca, ca",1.0
1521,"bethlehem, pa",1.0
1518,"bethel/msp, mn",1.0
10716,"mechanicsville, va",1.0
1517,"bethel, pa",1.0
1516,"bethel, ok",1.0
15120,"salina, ok",1.0
10703,"meadows of dan, va",1.0
15106,"salem, in",1.0
10701,"meadow vista, ca",1.0
10696,"meade, ks",1.0
10694,"mead, co",1.0
10689,"mcveytown, pa",1.0
1503,"bethalto, il",1.0
15142,"saltaire, ny",1.0
15107,"salem, mi",1.0
10742,"medora, nd",1.0
1537,"biddeford, me",1.0
3184,"chuathbaluk, ak",1.0
15050,"saint clair, mn",1.0
15051,"saint clair, mo",1.0
10792,"menominee falls, wi",1.0
3183,"chualar, ca",1.0
15055,saint croix,1.0
10785,"mendota, ca",1.0
15065,"saint jo, tx",1.0
10744,"meeteetse, wy",1.0
15066,"saint john, wa",1.0
10768,"melstone, mt",1.0
15073,"saint marc, haiti",1.0
15078,"saint marys, ga",1.0
15086,"saint tropez, france",1.0
10748,"mekoryuk, ak",1.0
1435,"benton, la",1.0
10506,"matinicus island, me",1.0
3273,"clarks, ne",1.0
3355,"cleveland, wa",1.0
15421,"sarnen, switzerland",1.0
15423,"saskatoon, saskatchewan, canada, canada",1.0
15425,"satanta, ks",1.0
10294,"marana, ca",1.0
10289,"maquoketa, ia",1.0
10286,"maplewood, mn",1.0
15453,"saylorsburg, pa",1.0
15418,"sargent, tx",1.0
1347,"belle vernon, pa",1.0
15457,"sazava, czech republic",1.0
3362,"clifton, az",1.0
1346,"belle plaines, ia",1.0
10247,"mansfield, il",1.0
3368,"climax springs, mo",1.0
10301,"marble hill, mo",1.0
15415,"sarepta, la",1.0
15473,"schellville, ca",1.0
15405,"saratoga, ar",1.0
10341,"marina, ca",1.0
3322,"clear lake, mn",1.0
3324,"clear spring, md",1.0
10331,"mariental, namibia",1.0
3327,"clearfield, pa",1.0
3329,"clearlake oaks, ca",1.0
10317,"marfa, tx",1.0
10309,"marco, fl",1.0
10316,"marengo, oh",1.0
10315,"marengo, il",1.0
15411,"sarcoxie, mo",1.0
10312,"marcy, ny",1.0
15413,"sardis, al",1.0
3336,"cleburne, tx",1.0
15471,"schefferville, canada",1.0
15474,"schenectady, ny",1.0
10344,"maringouin, la",1.0
15520,"scottsburg, in",1.0
10182,"mancelona, mi",1.0
10179,"manatee, fl",1.0
15516,"scotts valley, ca",1.0
3385,"clinton, md",1.0
3386,"clinton, mi",1.0
3389,"clinton, ms",1.0
3392,"clinton, ok",1.0
10187,"manchester, ia",1.0
3393,"clinton, sc",1.0
15527,"scranton, pa",1.0
15530,"scriba, ny",1.0
3398,"clintwood, va",1.0
15533,"sea bright, nj",1.0
10151,"malone, wi",1.0
15510,"scott, ar",1.0
15508,"scott city, ks",1.0
3371,"climax, nc",1.0
10214,"manila, ar",1.0
10228,"manley hot spng, ak",1.0
15483,"schoolcraft, mi",1.0
10224,"manitowoc, wi",1.0
10220,"manistique, mi",1.0
10219,"manistee, mi",1.0
15487,"schuyler falls, ny",1.0
10213,"manhay, belgium",1.0
